text,translation,discard,what are we changing,prob,Original Length,Translated length,Left,Discarding
Everybody is happy that that is the idea basically. The person who goes there will be happy. The person who sent him will be happy. The company who has hired him happy. So everybody is so far so far it has been very well situatiion.,,,,0.95480245,45,1,573,513
I see. All the care for the students in a way and looked to their. academic upbringing in all possible ways so that they. turn up to their best lot the best products of the. educational system that exist in the country.,,,,0.95295894,42,1,573,513
No and I think another reason is the percentage of. people who spent money on outside eating is comparatively less. on restaurant than in the north in general. Even I suppose the Punjabis and the Gujratis also do. go in for all this stuff.,,,,0.94366103,44,1,573,513
One has to recollect one stops on that's how we teach literature. Before one has to do any talking on that is. literature. No doubt for on every reading once possibly see the. new meaning in it one see something new.,,,,0.94013536,41,1,573,513
She is not a graduate. See the harmony of marriage or married life is. not in education or not in other things. Or money or it depends on the. understanding between that is likes and dislikes. Both of them are seperate.,,,,0.95783514,41,1,573,513
is there. And a very good percentage of our population is tribe. So they are backwardly you know they are educationally and. socially they are backward. Actually they don't want to live with us. They want their own lives as it is.,,,,0.9577037,42,1,573,513
In Marathi also. In Hindi also we can write. English Hindi or in regional language. And the topics such as the you know they are very amazing. and interesting. The topics are such as what happens if the night is. removed and ,,,,0.95684296,43,1,573,513
Once the matter if coming with Orissa is concerned you. can come back yeah anytime you like because the UGC has. as per the UGC scheme you can come to the university in a way. That way I'm looking up for a better future.,,,,0.95405763,44,1,573,513
By the by I wanted to know about this politics in your. state because your Chief Minister is very much in news. m she was a film actress formerly yeah yeah. isn't she. So what do you feel about her administration in your state.,,,,0.9535413,44,1,573,513
Yeah yeah they should know no because this this is. modern age always they will be in busy. So atleast if ten minutes they will give for their physical and mental fitness it will be very nice. They will be a good human being.,,,,0.9498373,44,1,573,513
From standard one to standard twelfth. And this year they have started other professional courses. like technology ha computer application. ha business management. Even they have started higher secondary school of Tamil. Nadu Board also. And they are going to start a women's college.,,,,0.94157547,44,1,573,513
I'm fine. you for the last ten to fifteen days for the last ten. fifteen days we are going to have a new political the. transformation both in the State and the Centre. What is your opinion. What you think about it.,,,,0.92712605,42,1,573,513
Yes I I should say that the Government should take. steps to liberalise those things. There're so many things which you cannot say bring. all at a time. m m advancing loan m but you keep a track of how it. is utilizing it you know.,,,,0.9077548,46,1,573,513
I will tell you what a request stall is. You are supposed to have a music system on your stall that will. be only system and or that is the only stall where you are supposed to. play play music for the whole of the fun-fair.,,,,0.90076756,46,1,573,513
Ah I still remember I was told by some social workers. that whenever the people responsible people go to the m tribal. people they are show their m what to say unwillingness to. come forward to mingle with the main stream etcetra is there.,,,,0.9598669,44,1,573,513
She there but it was something like regarding this okay now let it go. But I think we require friends more in a hostel no. We are not close to parents there. Parents are so far away. Friends are like more closer than parents in hostel.,,,,0.9588347,46,1,573,513
 that has to be seen there can be many competitors. at that time you know but the thing is we have to let all the department. in the university know about it. In infact the people outside the department also. may be the colleges or something.,,,,0.9563811,47,1,573,513
Finally okay everything is regulated by the Director and all. the staff authorities but we have so much like consciousness. yeah means we have to do good we have to produce good results. because finally it reflects by on us that's no how you. were teaching.,,,,0.9562423,46,1,573,513
Yes it I think it will be like that because you see. people majority as I said majority of the people they are. aware of all this now. Even the uneducated people many of them they want to live. in peace. And all this disturbs peace.,,,,0.9551922,46,1,573,513
Education centre and even we. find some industrialisation and big concerns here or. even we find even Poona is historical place in that way. So Poona is it's so many varieties. and it's also a cosmopolitan centre and newly. developing and expanding day by day.,,,,0.9534842,45,1,573,513
That is another part of it. And one more thing another thing how I rectified myself. because all almost all all of us all my brother and sisters we. have read in English medium school. And naturally we used to fight and quarrel a lot a lot.,,,,0.9482636,47,1,573,513
Even in winters it's so very much cold in Pilani no. And summers are so hot temperature goes to nearly fifty. Winters temperature go in minus. Again because it's desert no. So so high variation of temperatures. In Goa you won't have so no cool winters no.,,,,0.94400144,47,1,573,513
Yeah what you've said is correct. But after doing M Phil Diploma I directly wanted to. do my M Litt course. And then if possible I'll cover up in order to. cover up the literature area also I feel like doing M Phil if possible.,,,,0.93822604,45,1,573,513
And what we run away too is a constructed. you know discourse. It's it's a it's a constructed. world and in that world as you say of course we are. very careful that we don't violate some of the some of. the circulated norms you know.,,1,,0.9277343,46,1,573,513
I have I have put some men there one man is there he. is manager. And he will manage everything. there we take sugarcane then cotton jawar. bajri and that way. Sir what crop is there say major crop in your place.,,,,0.95902634,42,1,573,513
And we are very happy or we are actually proud of our. state m because people are there all over the world from. our state m m. Then if you go to every part of India to any part of India you. can notice that there are Malyalis.,,,,0.95881027,48,1,573,513
Oh that I have formal when when my mother was. there I was writing. When she passed away I stopped it nobody she was very good in. Telugu and my father also knows but I was not much interested in. my father. Then what about you?,,,,0.9588053,46,1,573,513
Chintamani no that I have been to that place many times. My sister was working there for sometime in Canara Bank. She was there for one and a half year. Stayed there for some month. And you said you were you were in Bombay no? How was Bombay?,,,,0.95548415,48,1,573,513
Okay so now it's about the Maratha families or. what we say now they are married in in some Gujrati. family or the Marwari family or some Jain family or some. one word family yeah what do you say about it. Hey what what are your observations.,,,,0.9544296,47,1,573,513
Because the students study only this superguide. They don't attend lecture. They were not punctual in their attendence in the class. They don't read any English book. They don't take notes in the class. They only depend on this super guides or the. shortcomings.,,,,0.9438336,44,1,573,513
Yeah stay there at the hospital. They give us an hours or so for meal but during that time. another friend of our has to be there with him. We have to take turn like three of us we'll be together. and alteast from the first during the.,,,,0.941896,48,1,573,513
Even I face the same problem but I try to tackle it you know. with I've got some problems whenever I have. Actually not in this earlier school no I had problems like this. most of the students no they are just like hooligans and all that.,,,,0.93715054,47,1,573,513
Ah ha ha. Then one one thing I enjoyed about my work in Nigeria. was we had annual leave you know. After ten years we got two months leave and we could come. home during those two months. And that Nigerian government paid for our travel and.,,,,0.9283428,47,1,573,513
actually we get it on completion like. you call as a completion this a piece of paper with all the. departments written on it and as soon as you finish your posting in that. department you have to take the head of Department signature in front of. them.,,,,0.91913736,48,1,573,513
Ah to assist there some teachers are there and together. we conduct the classes. And there are many people m many people. because since there are no recognised aided colleges and schools many in our area. You see this parallel colleges they run a group.,,,,0.9581421,45,1,573,513
But many a time the students come to me and they. ask me well sir I am I've taken English literature as an. optional subject and please help us. That time I have to teach them English litrature also. But it is not the activity in my college.,,,,0.95384467,48,1,573,513
Ah that's very interesting you see first. of all what comprises textual analysis because coming from the. dis discipline of linguistics we have to be micro approach to begin. with the micro approach. Now in the micro approach we have to see what the text is. constituted of.,,,,0.95230263,48,1,573,513
But I have never been in Pondicherry that's a funny. thing. I had all my education outside even my collegial education was. in Madras. Now I'm working in Madras. Now you sir you told that you worked all over the place Ooty and. this and that and where else?,,,,0.9418496,49,1,573,513
You should be honest with what you're. teaching. Not just because I'm I A S I'm appointed as a. teacher I have to go there teach there and teach them for thirty. thirty-five minutes whatever is in the book you know. Most of your teachers are not well prepared.,,,,0.9383881,49,1,573,513
Yes oh it's ordinary machine. Earlier it I was using it on pedestal only. But after three four years I attached the motor to it. So I can use it both way. There is no difficulty in using it. And whenever current is there it becomes very easy.,,,,0.9334533,48,1,573,513
Even we have exams. In that way actually every four months or three months we have. because we have pre- test and test and annual and half yearly and all. this things naturally it just has to be done. And our college is more like a school you know.,,,,0.9563724,49,1,573,513
No no no m he he returned and the management was. running a school. infact the school is a prestigious school with more. than two thousand students. And he took over as the Principal of the school. And the mantle fell on me and I became the Principal.,,,,0.95258063,48,1,573,513
Yes you are very correct. Really his languauage is very simple direct and very very. communicative. Even his language is so simple that it is not difficult to. understand even a very uneducated person also can be able to. understand and can able can be able to enjoy his novel.,,,,0.9289272,50,1,573,513
Sometimes when I was a child I was taken to that. place. After that my grandma was old. My mother passed away. So we had no connection with those people. More than that almost all the people became very old at that. time so we had no connection after that.,,,,0.9247812,50,1,573,513
Whenever you you will feel tensed you do this. Even while doing before sitting for. you do this chanting of Om. three times four five times. And then you start with before sleeping. also ha when you get up in the morning that time also. This is very good.,,,,0.9566004,49,1,573,513
Or in other words if you don't know English if you. want to communicate with people from other cities you need to know around ten fifteen languages. Whereas if you know English you could serve I mean it could. serve your purpose throughout India and even outside the world.,,,,0.9517911,49,1,573,513
Very beautiful and in that no a small boy he was very. beautiful like he used to express everyting. He doesn't know anything but he used to try to express his. feelings that he used to like want to be like his. father and all very nice picture.,,,,0.94972116,48,1,573,513
Yeah Ganesh he is a professional and. he's my cameraman and he is a student of Shrikant Madhushri from. J J School of Arts. And he has got his own studio in Ratnagiri. And he is our friend so straightway we can say. Ganesh company and we can just drop it.,,,,0.9451732,51,1,573,513
Eh do you think the funds that they are collecting. for the earthquake is real worth of. When we have a feeling that nobody is using I mean like. the population is not as much you know it's. only there and we are colleting more than double funds only.,,,,0.93695474,49,1,573,513
Don't you think Basu in your home in Japan in. Israel even in Sri Lanka in these countries there are. many governments which are formed by many parties. Single party is ruling the country like India. This type of thing is very rare particularly in this decade and.,"Don’t you think, Basu, that in countries like Japan, Israel, and even Sri Lanka, governments are often formed through coalitions of multiple parties? A single-party government, like we currently have in India, is quite rare—especially in this decade.",,,0.9078078,48,38,573,513
 she comes. to M G D school frequently. So we meet her but the her son His. His Highness we rarely see him. We still love him we still bow just try to. atleast to keep up the the same courteous all those grandeur. and all they are still there.,,,,0.94980365,51,1,573,513
But the pay structure is quite good for them for junior. college lecturers because you find they hire secondary teacher a. senior teacher who gets sixteen sixteen forty to twenty-nine. scale. Whereas in Orissa you get means a junior college. lecturer gets two thousand to three thousand five hundred.,,,,0.95649976,49,1,573,513
Varlaxmi got a state rank and then she had studied very. hard for her tenth. Then she had a nervous break down. For twelfth she had a nervous break down and then. so the doctors advised her not to take up anything serious. So she took up literature. She did very well.,,,,0.9517902,52,1,573,513
Not much you see we have such busy schedules. it's so many we get less time you have a little socialising to do and. then on so. Not much but okay. I have been to a few places and and the remaining few I plan. to see later. How about you.,,,,0.94110054,51,1,573,513
No that's a basic question. But ultimately in practice I think it is used more as a screening. for employer to select. You know they give prescribe qualifications and that. provide the kind of screening for them. Know some kind of proof that they have selected somebody. with certain certain qualification.,,,,0.90162003,51,1,573,513
My future plans I have completed my Ph D now I am working. as a language assistant in C I I L. Now yesterday like I applied for some posts. linguistic post I may have attend to I waited for that one. I will I hope that I will get it that one.,,,,0.95780724,53,1,573,513
Yes yes certainly. People are not prepared to accept it all of a sudden. Because this people never expected that they would announce it. at this junction even when they call for investigation they did. not mention it clearly mention about anything. After receiving all applications and fixing the date for. examination and all.,,,,0.9479716,54,1,573,513
I've I've heard there was one chap in jubilee who said that I can't do anything about this. guy Pundit because see he has helped me he has given the hostel to. this person who didn't have any right to the hostel he gave. to this person because of my.,,,,0.9447773,50,1,573,513
And I worked on the Punjabi immigrants there. I think that was the first research thesis on. immigrants assimilation of the local language maintenance of their own. language and culture one of I think quiet often quoted. Then I came back and fortunately got a job here. teaching linguistics since but yeah.,,,,0.9443442,52,1,573,513
We extended it. We both parents my wife and I. Then we create this convinient atmosphere at home also. Not disturbing him in on any issue. Right from the beginning he was punctual in his study. He got up early in the morning at five O'clock then he. in throughout the year.,,,,0.94420767,52,1,573,513
But in Orissa you know Lecturers have a very nice time there. m like there is nobody to actually check on them. They may or may not take classes. And children bank on the tuitions rather than on the. lectures. So if you are very wealthy you do very well. That's how it goes.,,,,0.92734396,54,1,573,513
What type of difficult situation you anticipate. If this government fails in the months to come say two or two. three months. After two months if this government or or say after three months if. this government fails what type of what type of apprehensions. what type of misgivings you think you anticipate.,,,,0.91586787,53,1,573,513
No I'm do not fall in the. problem because I like like this because whenever. we are coming from outside no then get we fever and all no someone. should look after no then only we can look after others like this. I'm doing the work no I'll I can't do all the work.,,,,0.91431165,54,1,573,513
O one is one is not very sure of it but. lot of research is n m is going on now-a-days.ha but and also pre-historical monuments are. found in the area. That way it has acquired lot of significance ah. from that point of view histo point of view of historical. research.,"One cannot be certain, but there has been a lot of research in recent times. The place became important for historical research when pre-historical monuments were found here.",,,0.9530732,52,28,573,513
You being in college it was something different and for. school we have to be there right from ten to four ten. And then our headmistress is very particular about our. correction and all that. To add with it our system is very exam oriented. Every second day we have some examination and some correction.,,,,0.9589783,55,1,573,513
That's why the difference if at all is the. difference is there in Indian English depending on the various. states in this country. It is mainly as you said it is mainly which is not an. intonation and accent as far as the language part is concerned. vocabulary is concerned one need not find ,,,,0.95619684,55,1,573,513
Computer it it plays a great role because we. are having computers in each field now-a-days. And so if I like if I connect the computers and the. automobile or person handling the computer in the automobile. field they are getting good jo good jobs and they are. getting good handsome salaries also.,,,,0.9530084,53,1,573,513
Some problems that arise for example family relations are. there's not there's not that family inter-relations. because before when people used to sit together and talk. Okay father mother children the relations. whatever is on the TV they just sit to watch TV and there's not much. of communication between them. That is what.,,,,0.93703705,54,1,573,513
Yoga I'm surprised you don't know yoga. Now-a-days it is very much common word. Yoga means it is not only merely for a physical fitness. it is also mentally if you. will do this yoga for five minutes or ten minutes or you will feel. mentally very relaxed and physically also fit.,,,,0.9583558,52,1,573,513
It's a you mean that. it's not at all suited for Kerala's climate One way it's true. It's not hygenic especially during the month of June July. But you know still more than that sorry. there is an element of imitation or going after the foreign. traditions in every country.,,,,0.95133126,50,1,573,513
n that's only because you know he. said you watched me going somewhere no you said m I think. what's that Samir Raju is Raju is going I. didn't have anything of this Raju. So because see you'll meet him right usually and. neither he meets you. So I didn't have such sort of things.,,,,0.9311754,55,1,573,513
Medical college also a private college and Engineering. college one of the Engineering college they started long back and it is. I think it has got grant this though it is a private college. And there are several Pharmacy colleges. And Science colleges and Women's college like that. educationally I think m.,"Their medical college is private. The engineering college was established long ago, and it also received a grant. Along with several pharmaceutical and general science colleges, they also have colleges for women.",,,0.9545452,52,32,573,513
No ma'am I feel examination should be abolished. I mean at specially at your graduate under graduate level. post graduate level. I mean they don't help the students in any way. Infact they sort of hamper the pleasure one receives. from learning. You don't learn for pleasure you learn for marks. So it should be done away.,,,,0.9498484,57,1,573,513
 I am not very sure how many will go back. Even means like I try out some methods but with the time. problem always over there you can't always have all kinds of new. methods to do. So may be then secondly again like we had talked abot having. only one practice teaching instead of two.,,,,0.9468678,57,1,573,513
m always this is the greatest problem we are facing. We just can't buy books they are simply not available. Library of course has several copies but then these are all. part time students yeah so we cannot give the books to them. from the library if they take and if they don't return. it's a terrible problem.,,,,0.93437517,58,1,573,513
n this is the best time I tease him like you know. I said the rainy season is the best time for you. You know what happens Harry with all those motors and all. pumpset which is at the side. of a river. All of them go under this thing in Hindi they have to set. it here so.,,,,0.9537368,59,1,573,513
But don't you ever notice once like we had a teacher in. Hyderabad University who used to say like for breakfast you should. come to south and for lunch okay you can go anywhere but the. snacks you should go to Calcutta. Because I think she not only came there you can't get. any where else.,,,,0.9520173,56,1,573,513
Other batchmates two two guys belong to Calcutta. and two Rajasthan and some belong to Bihar. Though all that we have every every places from every. places we are having each and many of the boys they are some are. some are from Jammu and Kashmir that means it means it's. a miniature India I said before.,,,,0.9446171,57,1,573,513
Look it is the same thing as you. only difference is that I've I've not. also achieved anything. But lack of achievement doesn't mean that now. I'll who's who I'm still not there. Maybe I'm trying to underachieve something may be. laughter hoping that some day my day also will come in a way.,,,,0.942317,54,1,573,513
Why that I'll be expecting so I think some said. some different kinds of things of PG no when they came she has got so. nice campus and that day first time when I came here to Nipani. Again I lost first period we together lost first. period of our first teacher. So actually I was even when I.,,,,0.95559996,59,1,573,513
Possible in in other countries it is not. possible but in India it is possible m because it is each. one in we actually we Indians m use different. old things only m old material old manure all these. things. Many villages are using this type of old things so their. crops are growing I feel like that way.,,,,0.95493877,59,1,573,513
No this way what will happen is we could try out new. techniques. Otherwise poetry or prose we follow the old method. Say we would get other variety you know like. writing skills there are so many you can teach them. And you may take up speaking skills listening skills I think. that area is big enough yeah no.,,,,0.9406107,59,1,573,513
No but they say even now. for example take that the husband doesn't work at all okay the. boys doesn't work at all. And then he gets married okay and he works. And that time the in-laws start blaming that when you get. married you start working this and that and he stops. Like that is also they do.,,,,0.93932486,59,1,573,513
 he says that now when I'm. borrowing from you yeah I've to earn also. something m m and with that one this particular. deal is giving me some good amount of profit ah. So if at all you are exchanging these securities I'll. be good in the market otherwise I will have to go back. on my words.,,,,0.92788804,59,1,573,513
Thats what is important I accept it. Because when when we go through this experiences. first hand informations we feel that our people are wherever. they go wherever they belong to which state they belong to which religion. they belong. Most of the people think that everything should be placed for. their own purpose as to a draw that line.,,,,0.9590888,60,1,573,513
Sir father think that he has made a wrong choice or. his daughter has made a wrong choice. And sometimes say it it happens that the two family. backgrounds they don't match. Or the the culture of both the families doesn't. match. And because of that the clash takes place and both. the parties get separated.,,,,0.95515513,56,1,573,513
Coach means they should be coached from when they are in. nursery U K G itself. The basic of maths should be taught to them means they. should be taught in a funful way about the numbers. They should be introduced to the numbers. So that they'll make make might be good in Maths. when they go in the higher classes.,,,,0.95256656,61,1,573,513
It means both things I try to achieve just it's. a kind of exercise for me. And because I need it and I never get a chance in my city to go. out and because it's so crowded and particulary there are. no places in our city. When I come here in this area of University it's. really lovely place.,,,,0.95029765,60,1,573,513
Not even that fifth standard so all the side even. higher classes also the same problem. Even if we've given many times they can't understand. and if once one time if they understood they are going to tell soon. they are going to understand. When after that one week either two weeks leave they can't. again the excercise because that means ,,,,0.94987226,62,1,573,513
Then after three four sittings we realised that the problem is. he is the only earning source of the family. And all of them they had this fear that if this person if. he has a very good relationship with his wife and if there is a sound. relationship fam sound family life there is a possibility of. him going and staying separate.,"After three or four sessions, we finally understood that the root of the issue was that he was the sole breadwinner in the family. The others feared that if he developed a strong bond with his wife and built a stable family life with her, he might choose to live separately, leaving them without support.",,,,63,55,573,513
It can suggest it can suggest many ways to read other. novels English novels particularly. That the best point of if you'll if we take up. Endamuri as our model definitely we can grasp enough. That was my point of view about Endamuri. Of course I read others Endamuri this one K T Gatti and Satarnas. also but it's it lacked something.,,,,0.9569935,62,1,573,513
Women's liberation is basically a noble. concept but but the whole question is the ball is actually in the. women's court I would say. If I think woman should be a lot more assertive then what they. are now. And I think they are allowing themselves to be more. conditioned than it is more that they condition themselves then men. conditioning them.,,,,0.9511229,62,1,573,513
I came today morning at seven O'clock. And I reached here I came by Express. from Delhi. First from Amritsar I took a train and I came by AC fare. and from there I have to take another train which is this Dakshin. Express and I took second AC there. And I don't know how they're going to pay me now. laughs.,,,,0.9296012,62,1,573,513
It did with all the blessings of my parents. They really made me they really allowed me to do. otherwise girls are not allowed in our caste to study at such extent. and but they allowed me. They created such a atmosphere in home that I I was not. allowed to do any household work I was treated like a boy male person.,,,,0.95426494,63,1,573,513
Yeah I would like to m use simple English as. much as possible. Since student there where I teach they're. not able to understand even simple sentences. But even then I would like to do m my best particularly. I would like to use English sentences simple sentences. So that they can make an effort to understand the. sentences.,,,,0.95026684,59,1,573,513
Okay I don't say as long as you are comfortable you. can be comfortable in any part of the. And even if you have two or three people staying together. even if I happened to stay with three people in a room I think I will be. comfortable. It all depends on the degree of what you are thinking as. comfortable comfortness.,,,,0.9340132,62,1,573,513
May be of course fifty percent of the class girls will be. married by the time M A completes up. Anyway I I have in fact planned about doing I A S now. My parents wanted it and in fact first I was. thinking of becoming a lecturer only but then something happened and now. I am going to sit for I A S.,,,,0.93381774,64,1,573,513
Yeah and who's above seventy-five. m and some six or seven months back yeah. she got an attack of paralysis my god. She did just fell down in then in a one word. then she was rushed to the hospital near Karad m. and then I got the message m as her condition. is very serious or she is very serious.,,,,0.90954274,61,1,573,513
Yes it is a fact. But it depends upon the girl. If the girl is not very beautiful then they expect more. money. They ask for the dowry. And so if the boy and girl are of equal status. if both of them are m they like each other then. there is no question of dowry as such.,,,,0.95797896,58,1,573,513
these days m the daughters. don't depend mostly upon the m parents. They have also some some say in the matter. That if if the daughter doesn't like the boy her. would- be husband then she m tells the parents that she. doesn't approve of that boy. Hence she tells or she is free enough to tell. the her parents.,,,,0.9507218,60,1,573,513
Never even I can make out only few students. yeah those coming in five firstly I think those. only will give the answers everytime yeah and even. during inspection and all they only are very active and particular. Their parents do come and meet me but yeah. about others maximum I can find that I can give the examples. These students never never bothered.,,,,0.9558314,64,1,573,513
They do they even if there is no rain m. they just try to m store water for the crops to grow. What they are making for their own livelihood. m for their own purpose m I feel like that way. Now some people are doing like that way m. simply keep on buying buying then it is no means actually first. of all it is.,,,,0.93459874,66,1,573,513
that's right. You've really I'm sorry in a very good way. you've convinced me and I found the climate of. Maharashtra is very good people are nice soft spoken well behaved and exactly like the Oriya people. The dishes are also quite similar to the yeah. dishes of Orissa and the system you know the culture the. culture differs a little bit I think.,,,,0.95377797,64,1,573,513
They might kill them or they might try to ask them. like to do something or they might tell government to leave their. terrorist in return. Like we leave this tourist only if you return that terrorist which you've arrested. Means any terrorist the government would be arresting no the. police will be arresting. Those terrorists they have to leave. If ,,,,0.9509263,62,1,573,513
Yeah. m yeah I think people are donating and also the. a lot of participants are coming to take part in the relief fund. So as far as my thinking people are donating as much as. possible for the relief fund as they think that their own pople are. dying from whole everything. So we also should have to take part in that. As far as my.,,,,0.9051998,67,1,573,513
Yeah Goa is not that very hot. You know summer I think that is the right time you can enjoy in Goa. We have lot of social activities cultural activities that. time you know. That is the right time I think if you come to Goa you will enjoy. and not rainy season I don't will not advise. any one to come in rainy season.,,,,0.9585478,65,1,573,513
No but you feel that all these new ideas and this. modernisation in every aspect m. not only considering pressure m because village girls. they are more modern they are making quite modern now a days. m. Not like but this modernisation of thinking in that context. I am talking. So whether they m they are well acquainted with these ideas. because all women are like this.,,,,0.94993454,67,1,573,513
Though I though I have worked as both teacher and an. administrator I had more satisfaction as a administrator than as a. teacher because I did enjoy my teaching at the at the graduate. level especially teaching made in English. I taught for a number of years. And I was the only so to say specialised in that branch. of English studies around there.,,,,0.94549954,64,1,573,513
Okay okay Indian culture says that women should work. yeah isn't it? She should cook she should look after the children it's. alright. But even if they women is are working. as much as a man she is earning the same monthly saving as a. man itself. Then why should he not work at home? Isn't it the ego of the man in which I'm trying. to.,,,,0.93145764,67,1,573,513
I'm what I'm. doing is he has collected some cassettes and how you how. the English is spoken in different like how do you speak English. in classrooms colleges m and how do you while. conversation while conversing how do you talk and all. So he has recorded all those in that m all. those in the cassettes. And I have to input them just.,,,,0.9244018,65,1,573,513
I never beat a student never in my whole life. I've never beat a single student but now when I came to. third standard I can see that they are something different because. they are never means guided in a way to how to behave or how to. talk with a teacher atleast. Whenever we are saying something they without thinking. they say out the words now.,,,,0.95681965,67,1,573,513
No I don't think that m because religion. is something m something which should m ennoble the. mind of a person. It it it goes like that but you see in our India religion. is something which is manipulated in some in order to. gain something. You are putting some aspersions on religion or those religious. reli religious leaders who who try to use their. religion.,,,,0.951872,66,1,573,513
And they used to and when we had some people setting it. We really couldn't find out what identify what is the problem. Actually that her husband was a good man. The only thing is he used to drink. He was a worker in some factory. He used to drink a little bit. He never used to hit her like nothing. But all this people they used to harass her. ,"When we conducted a few sessions with them to understand the situation, we couldn’t initially identify what the core issue was. Her husband, as it turned out, was actually a good man. He worked in a factory and drank a little, but he never hit her or abused her physically. However, the rest of the family constantly harassed her.",,,,71,59,573,513
 his first marriage was broken in the sense that because. of the torture from these sister-in-laws sisters-in-law. and from mother-in-law and from father-in-law. She left him and in that category I mean like low income. group they don't go for all these legal processes through. court and all. The breaking that is the divorce is a very simple thing. They just leave the person and then they go.,"His first marriage ended because of the harassment his wife experienced from her in-laws. She eventually left him. In low-income groups, formal legal processes like going to court for a divorce are not followed. Instead, one partner simply leaves.",,,,69,39,573,513
No I don't think I think they that the goals are. common except I will add one now this is my recent in. the last three or four years. so far I'm concerned it should apply equally well. with theoritical linguist and socio-linguists. But I think it applies more to socio-linguist because theoritical. linguist can always find other justifications which socio-linguist I. think will not be justify justifying with that.,,,,0.9442134,70,1,573,513
Yeah obviously. But then we have other difficulties as well. Say the class strength is massive you can't expect. each and every student to present in a seminar. Or ask each and every student to participate in a group discussion. Especially in general English classes where the strength is. over seventy. So the case is whether examination should be conducted at all. or they shouldn't be conducted at all.,,,,0.93828297,69,1,573,513
Yes to start with I left Nipani hostel at three. O'clock and I was waiting for bus in Nipani bus. stand for for an hour. And it was different experience for me and afterwards I. reached Belgaum safely. And the tragedy started there n. And I took a Belgaum and Dharwad bus that is beautiful new bus. infact. And it took two two hours thirty minutes to reach Dharwad.,,,,0.9563316,69,1,573,513
Why we ca we can have a very beautiful government very. viable government very feasible government in our country. and the government and the and the composition of that. government can be say some members belong to Congress-I some. members belong to C PI-M some members belong to Janata Dal but all these. elements should be progressive. So in that way we can form a government. What is your opinion.,"Why can't we form a very beautiful, viable, and feasible government in our country? The coalition government could include members from Congress-I, CPI(M), and Janata Dal, as long as all members are progressive in their thinking. So, what is your opinion?",,,,70,41,573,513
When we talk on or linking between the development of. women from ancient to modern till now. And they have concentrated. They have to work on that research or anything. Or thinking because historian or any man living in this. time thinking about the ancient period and he is linking the scene between. the things happened on the human behaviour. Or the development of human behaviour. That is most important thing also.,,,,0.9506789,72,1,573,513
Well the only thing is that if the husband and. wife wants to be in m happy then they should cooperate each. other. They should not m be selfish and they should. think that it is the duty to see to that the marriage becomes. successful. And they can make conducive or happy atmosphere in the family. So that the the children they will benefit by that. atmosphere.,,,,0.9444863,68,1,573,513
Well m infact I need a lot of improvement. particularly in my spoken English and particularly. pronunciation stress intonation and there're other fields of English there I find myself m but I. realise that I lack something. So my next plan would be eh to take up Diploma course from. C I E F L Hyderabad. And I wish I would be able to do my best.,,,,0.9295149,67,1,573,513
So another thing is they isolate themeselves. feeling that they are quiet superior because they are able to speak so. fluently that language and American American. language. So that trend is formed. But what I what really to grasp from from. his lecture from this lecture. What exactly is the meaning of English? Mean how really it differs from this standardized British English. or whatever you may call it.,,,,0.92145306,69,1,573,513
Communism cannot succeed without the support of the people. That was what happened in Kerala. For example Marxsism failed in Kerala and West Bengal. Why did it fail in Kerala and West Bengal. Because it wasn't a popular movement. So communism failed not communism Marxism fail in. Kerala in West Bengal also the movement failed. It was because the those people who who were the. opponents of that particular movement could not influence people.,,,,0.9481762,74,1,573,513
As far as language is concerned m we cannot. find much difference except this latest information that are going on. there in in England or in American whose mother tongue is English. Basically the vocabulary grammar part and all those things. they they remain constant. Yet even in those things there may be some slight changes. because their mother tongue is English and they are. authorised to bring changes depending upon the daily usage.,,,,0.93840206,74,1,573,513
That girl she had to go in that common lavotory. In Bombay in the slum areas there are these common toilets and. common bathroom. So she had to go there. She used to come back window she used to call someone. She used to tell them that please give me some chapati. or some bread to eat. I mean it was that kind of thing they were not giving her food. no water no food. ,"The woman had to use a shared toilet, as is common in the slum areas of Bombay, where there are public bathrooms. After using the toilet, she would return and call out through the window, asking neighbors for food—chapatis or bread—because they weren’t giving her any food or water at home.",,,,76,51,573,513
I think so far as Konark temple is concerned Konark is. Konark. it has got a world status you know it is there in. the great surprises of the world. It has been enlist enlisted that way. And so in some of the states you may be finding very good. temples like here in Maharashtra Jejuri is there on our way. from Poona to Kolhapur from the train I had a glimpse of Jejuri.,,,,0.9518954,74,1,573,513
It's full of words words words words it's. like in Telugu and then actually when. we were planning this there was one problem I was thinking about I. thought I will discuss this with you because you know you teach French and I. teach Russian. I also read some French. I did two years of French here Tutkar taught me Shastri. taught me sometime Nelu also taught me for sometime. Anyway and you read some Russian.,,,,0.95124775,76,1,573,513
I would like to object to the first statement that she made. that society conditions a woman. I don't belive in society as such. I think the individual is superior to society. I don't understand why individual should allow society to. dominate over his his or her individuality. So the question of women's liberation is not that. society suppresses a woman. It is just that the woman refuses to do anything that. could alleviate her suffering.,,,,0.9114512,76,1,573,513
What I what I think is that these food habits should be. developed from the time when the children are very young. Then all the people in the house should be. it. Instead of getting them biscuits or chocolates or juice. we should try to give them fruits or vegetable salad. So if we develop that taste from the very beginning obviously. they will continue through out their life. And they can have good health physical health.,,,,0.9505524,77,1,573,513
